thk_01,thk_02,thk_03,thk_04,thk_05,thk_06,thk_07,res_01,res_02,res_03,res_04,res_05,res_06,res_07,res_08
1.28730e+00,5.03690e+00,7.00150e+00,1.29537e+01,9.28590e+00,3.53150e+01,2.93937e+01,5.26845e+01,6.76505e+01,3.03363e+01,1.33508e+01,5.53418e+01,1.01901e+02,7.22913e+01,4.05165e+01
9.19500e-01,5.03690e+00,7.00150e+00,1.29537e+01,9.28590e+00,3.53150e+01,2.93937e+01,5.26845e+01,6.76505e+01,3.03363e+01,1.33508e+01,5.53418e+01,1.01901e+02,7.22913e+01,4.05165e+01
1.28730e+00,7.68790e+00,7.00150e+00,1.29537e+01,9.28590e+00,3.53150e+01,2.93937e+01,5.26845e+01,6.76505e+01,3.03363e+01,1.33508e+01,5.53418e+01,1.01901e+02,7.22913e+01,4.05165e+01
1.28730e+00,5.03690e+00,8.47550e+00,1.29537e+01,9.28590e+00,3.53150e+01,2.93937e+01,5.26845e+01,6.76505e+01,3.03363e+01,1.33508e+01,5.53418e+01,1.01901e+02,7.22913e+01,4.05165e+01
1.28730e+00,5.03690e+00,7.00150e+00,1.50263e+01,9.28590e+00,3.53150e+01,2.93937e+01,5.26845e+01,6.76505e+01,3.03363e+01,1.33508e+01,5.53418e+01,1.01901e+02,7.22913e+01,4.05165e+01
1.28730e+00,5.03690e+00,7.00150e+00,1.29537e+01,3.57150e+00,3.53150e+01,2.93937e+01,5.26845e+01,6.76505e+01,3.03363e+01,1.33508e+01,5.53418e+01,1.01901e+02,7.22913e+01,4.05165e+01
1.28730e+00,5.03690e+00,7.00150e+00,1.29537e+01,9.28590e+00,2.72430e+01,2.93937e+01,5.26845e+01,6.76505e+01,3.03363e+01,1.33508e+01,5.53418e+01,1.01901e+02,7.22913e+01,4.05165e+01
1.28730e+00,5.03690e+00,7.00150e+00,1.29537e+01,9.28590e+00,3.53150e+01,4.61901e+01,5.26845e+01,6.76505e+01,3.03363e+01,1.33508e+01,5.53418e+01,1.01901e+02,7.22913e+01,4.05165e+01
1.28730e+00,5.03690e+00,7.00150e+00,1.29537e+01,9.28590e+00,3.53150e+01,2.93937e+01,3.90885e+01,6.76505e+01,3.03363e+01,1.33508e+01,5.53418e+01,1.01901e+02,7.22913e+01,4.05165e+01
1.28730e+00,5.03690e+00,7.00150e+00,1.29537e+01,9.28590e+00,3.53150e+01,2.93937e+01,5.26845e+01,8.18927e+01,3.03363e+01,1.33508e+01,5.53418e+01,1.01901e+02,7.22913e+01,4.05165e+01
1.28730e+00,5.03690e+00,7.00150e+00,1.29537e+01,9.28590e+00,3.53150e+01,2.93937e+01,5.26845e+01,6.76505e+01,7.07847e+01,1.33508e+01,5.53418e+01,1.01901e+02,7.22913e+01,4.05165e+01
1.28730e+00,5.03690e+00,7.00150e+00,1.29537e+01,9.28590e+00,3.53150e+01,2.93937e+01,5.26845e+01,6.76505e+01,3.03363e+01,1.71653e+01,5.53418e+01,1.01901e+02,7.22913e+01,4.05165e+01
1.28730e+00,5.03690e+00,7.00150e+00,1.29537e+01,9.28590e+00,3.53150e+01,2.93937e+01,5.26845e+01,6.76505e+01,3.03363e+01,1.33508e+01,2.92986e+01,1.01901e+02,7.22913e+01,4.05165e+01
1.28730e+00,5.03690e+00,7.00150e+00,1.29537e+01,9.28590e+00,3.53150e+01,2.93937e+01,5.26845e+01,6.76505e+01,3.03363e+01,1.33508e+01,5.53418e+01,1.26358e+02,7.22913e+01,4.05165e+01
1.28730e+00,5.03690e+00,7.00150e+00,1.29537e+01,9.28590e+00,3.53150e+01,2.93937e+01,5.26845e+01,6.76505e+01,3.03363e+01,1.33508e+01,5.53418e+01,1.01901e+02,3.18082e+01,4.05165e+01
