time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,6.352947939e-05,7.860400000e-05,7.253240000e-08,8.646440000e-06,2.853617805e+02,2.477300000e+02
1.456000e-05,2.344586547e-05,3.677360000e-05,2.795000000e-08,4.045096000e-06,4.329845594e+02,3.208900000e+02
1.744000e-05,2.204543867e-06,7.069200000e-06,1.325604000e-08,7.776120000e-07,1.549990070e+03,7.128300000e+02
2.146000e-05,-5.267035447e-06,-6.677040000e-06,2.241160000e-08,7.344744000e-07,-6.137976056e+02,-5.238500000e+02
2.549000e-05,-6.071992414e-06,-7.512960000e-06,2.265240000e-09,8.264256000e-07,-4.190652738e+02,-3.636600000e+02
2.950000e-05,-5.255137326e-06,-7.146600000e-06,1.752680000e-08,7.861260000e-07,-3.617091324e+02,-2.946200000e+02
3.528000e-05,-3.761756744e-06,-3.801200000e-06,2.088080000e-09,4.181320000e-07,-3.354626040e+02,-3.331600000e+02
4.330000e-05,-2.274812192e-06,-2.449280000e-06,7.105320000e-09,2.694208000e-07,-3.334330830e+02,-3.173200000e+02
5.140000e-05,-1.374466284e-06,-1.293096000e-06,4.535640000e-09,1.422405600e-07,-3.505561748e+02,-3.650800000e+02
5.941000e-05,-8.479900658e-07,-7.026200000e-07,3.219840000e-09,7.728820000e-08,-3.799785809e+02,-4.307600000e+02
7.095000e-05,-4.206902773e-07,-3.243920000e-07,2.232560000e-09,3.568312000e-08,-4.510484871e+02,-5.363100000e+02
8.707000e-05,-1.747990837e-07,-1.305480000e-07,2.299640000e-09,1.436028000e-08,-5.758533153e+02,-6.995100000e+02
1.031600e-04,-7.102358073e-08,-5.187520000e-08,2.256640000e-09,5.706272000e-09,-7.912825985e+02,-9.755700000e+02
1.192200e-04,-2.481331979e-08,-2.936040000e-08,2.189560000e-09,3.229644000e-09,-1.253373291e+03,-1.120500000e+03
